PARTICIPANT_CODE,FORMAL_PARTICIPANT_NAME,FULL_ADDRESS,HA_PHN_NUM,HA_FAX_NUM,HA_EMAIL_ADDR_TEXT,EXEC_DIR_PHONE,EXEC_DIR_FAX,EXEC_DIR_EMAIL,PHAS_DESIGNATION,HA_LOW_RENT_SIZE_CATEGORY,SECTION8_UNITS_CNT,HA_SECTION_8_SIZE_CATEGORY,HA_COMBINED_SIZE_CATEGORY,HA_FYE,HA_PROGRAM_TYPE,TOTAL_UNITS,TOTAL_DWELLING_UNITS,ACC_UNITS,PH_OCCUPIED,SECTION8_OCCUPIED,TOTAL_OCCUPIED,PCT_OCCUPIED,REGULAR_VACANT,PHA_TOTAL_UNITS,NUMBER_REPORTED,PCT_REPORTED,OPFUND_AMNT,OPFUND_AMNT_PREV_YR,CAPFUND_AMNT
CA125,CITY OF VACAVILLE,"40 Eldridge Ave Ste 2, Vacaville, CA, 95688",(707) 449-5675,(707) 449-6242,emily.cantu@cityofvacaville.com,(707) 449-5118,(707) 449-5149,Tamara.Colden@cityofvacaville.com,,,1361,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",6/30,Section 8,0,0,0,0,1072,1072,78.76999664,0,1361,1086,100.0,0,0,0
CO009,Housing Authority of the Town of Yuma,"700 W 3rd Ave, Yuma, CO, 80759",(970) 848-5590,(970) 848-5611,yumahousingauthority@gmail.com,(970) 848-5590,(970) 848-5611,yumahousingauthority@gmail.com,High Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),12/31,Low-Rent,50,50,50,43,0,43,86.0,1,50,43,100.0,37773,93485,151040
UT011,Housing Authority of Utah County,"485 N Freedom Blvd, Provo, UT, 84601",(801) 373-8333,(801) 373-2270,jrunia@housinguc.org,(801) 373-8333,(801) 373-2270,jrunia@housinguc.org,Standard Performer,VERY SMALL (0-49),1126,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",12/31,Combined,0,0,0,0,1025,1025,91.01999664,0,1126,1094,100.0,13028,13028,0
UT006,Beaver City Housing Authority,"40 N 300 W, Beaver, UT, 84713",(435) 438-2935,(435) 438-2935,Travish@xmission.com,(435) 438-2935,,jscheuer@beaverhousingauthority.org,High Performer,VERY SMALL (0-49),32,VERY SMALL (0-49),SMALL (50-99),9/30,Combined,18,18,18,18,8,26,52.0,0,50,47,100.0,18778,34447,47708
WA071,Housing Authority of Okanogan County,"431 5th Ave W, Omak, WA, 98841",(509) 422-3721,(509) 422-1713,nancy@okanoganhousing.org,(509) 422-3721,(509) 422-1713,nancy@okanoganhousing.org,,,408,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),12/31,Section 8,0,0,0,0,201,201,49.25999832,0,408,312,100.0,0,0,0
GA162,Housing Authority of the City of Edison,"228 Blakely St, Cuthbert, GA, 39840",(229) 732-2128,(229) 732-2912,kevin.wilson@wgcha.org,(229) 732-2128,(229) 732-2912,kevin.wilson@wgcha.org,Standard Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),12/31,Low-Rent,64,64,64,61,0,61,95.30999756,3,64,61,100.0,174576,307991,205752
GA167,Housing Authority of the City of Fort Gaines,"228 Blakely St, Cuthbert, GA, 39840",(229) 732-2128,(229) 732-2912,kevin.wilson@wgcha.org,(229) 732-2128,(229) 732-2912,kevin.wilson@wgcha.org,Standard Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),12/31,Low-Rent,24,24,24,24,0,24,100.0,0,24,24,100.0,70962,118863,70637
GA226,Housing Authority of the City of Cuthbert,"228 Blakely St, Cuthbert, GA, 39840",(229) 732-2128,(229) 732-2912,kevin.wilson@wgcha.org,(229) 732-2128,(229) 732-2912,kevin.wilson@wgcha.org,Standard Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),12/31,Low-Rent,122,122,122,122,0,122,100.0,0,122,122,100.0,279172,468569,0
AL060,HA RUSSELLVILLE,"73 Flippen Ave SE, Russellville, AL, 35653",(256) 332-1561,(256) 332-1568,rha@hiwaay.net,(256) 332-1561,(256) 332-1568,rha@hiwaay.net,High Performer,MEDIUM LOW (100-299),93,SMALL (50-99),MEDIUM HIGH (300-999),6/30,Combined,209,209,209,209,92,301,99.66999817,0,302,302,100.0,434221,862516,642348
WA036,Kitsap County Consolidated Housing Auth,"2244 NW Bucklin Hill Rd, Silverdale, WA, 98383",(360) 535-6100,(360) 535-6169,bloughh@housingkitsap.org,(360) 535-6142,(360) 535-6169,bloughh@housingkitsap.org,Substandard Financial,VERY SMALL (0-49),547,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),6/30,Combined,0,0,0,0,414,414,75.69000244,0,547,428,100.0,544080,497954,0
WA005,HA City of Tacoma,"902 S L St, Tacoma, WA, 98405",(253) 207-4400,(253) 207-4440,ablack@tacomahousing.org,(253) 207-4474,(253) 207-4474,ablack@tacomahousing.org,High Performer,VERY SMALL (0-49),5379,"EXTRA LARGE (5,000+)","EXTRA LARGE (5,000+)",12/31,Combined,50,50,5,5,4396,4401,81.73999786,0,5384,4565,100.0,1044,10414,0
WA054,HA Of Pierce County,"603 Polk St S, Tacoma, WA, 98444",(253) 620-5406,(253) 620-5455,jstretz@pchawa.org,(253) 620-5406,,jstretz@pchawa.org,Standard Performer,SMALL (50-99),3126,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",12/31,Combined,67,67,67,37,2706,2743,86.01999664,0,3189,2660,96.97000122,312724,537381,404487
AL124,HA MIDLAND CITY,"111 Parker Dr, Midland City, AL, 36350",(334) 566-4495,(334) 566-4422,scarha@troycable.net,(334) 566-4495,(334) 566-4422,scarha@troycable.net,Standard Performer,,96,SMALL (50-99),SMALL (50-99),12/31,Section 8,0,0,0,0,63,63,65.62999725,0,96,60,95.23999786,0,0,0
AL068,Sheffield Housing Authority,"505 N Columbia Ave, Sheffield, AL, 35660",(256) 383-4773,(256) 381-5386,ssides@sheffieldhousing.com,(256) 338-3933,,ssides@sheffieldhousing.com,Standard Performer,MEDIUM HIGH (300-999),421,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),3/31,Combined,406,403,406,389,285,674,81.80000305,14,824,732,100.0,806357,1629571,1296224
MI093,Rockford Housing Commission,"59 S Main St, Rockford, MI, 49341",(616) 866-0371,(616) 866-7183,lremley@rockfordhousing.org,(616) 866-0371,(616) 866-7183,lremley@rockfordhousing.org,Standard Performer,SMALL (50-99),93,SMALL (50-99),MEDIUM LOW (100-299),3/31,Combined,52,52,52,52,49,101,69.66000366,0,145,98,97.02999878,46270,104722,340861
KY078,Housing Authority of Eminence,"791 Cannon Ct, Eminence, KY, 40019",(502) 845-4769,(502) 845-1330,mwalker@eminencehousing.org,(502) 845-4769,(502) 845-1330,mwalker@eminencehousing.org,High Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),3/31,Low-Rent,85,85,85,75,0,75,88.23000336,9,85,73,97.33000183,75220,195558,267036
CA048,Regional Housing Authority,"1455 Butte House Rd, Yuba City, CA, 95993",(530) 671-0220,(530) 673-0775,,(530) 671-0220,(530) 673-0775,G.Becerra@regionalha.org,Standard Performer,VERY SMALL (0-49),2011,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",3/31,Combined,0,0,0,0,1931,1931,96.01999664,0,2011,2141,100.0,507646,507646,0
NM022,Housing Authority of the Town of Springer,"601A El Paso Ave, Springer, NM, 87747",(575) 483-2836,(575) 483-5090,springerhousingauthority@qwestoffice.net,(575) 483-2836,(575) 483-5090,springerhousing@outlook.com,Troubled Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),6/30,Low-Rent,56,56,56,56,0,56,100.0,0,56,56,100.0,81712,153792,185999
OH018,Stark Metropolitian Housing Authority,"400 Tuscarawas St E, Canton, OH, 44702",(330) 454-8051,(330) 454-8065,info@starkmha.org,(330) 454-8051,(330) 454-8065,djohnson0224@starkmha.org,Standard Performer,"LARGE (1,000-4,999)",1886,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",3/31,Combined,2370,2369,2370,2125,1179,3304,78.45999908,128,4211,3553,100.0,5722437,10765761,8070780
AL149,Housing Authority of the Town of New Brockton,"329 King St, New Brockton, AL, 36351",(334) 894-5505,(334) 894-0045,admin@newbha.org,(334) 894-5505,(334) 894-0045,admin@newbha.org,Standard Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),12/31,Low-Rent,40,40,40,39,0,39,97.5,1,40,39,100.0,70276,118967,122978
UT002,Housing Authority of the City of Ogden,"1100 Grant Ave, Ogden, UT, 84404",(801) 627-5851,(801) 627-6012,oha@xmission.com,(801) 627-5851,(801) 627-6012,tprice@xmission.com,High Performer,MEDIUM LOW (100-299),1268,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",6/30,Combined,200,200,200,198,1094,1292,88.01999664,0,1468,1420,100.0,322944,623060,0
TX552,Housing Authority of Lockney,"nan, Lockney, TX, 79241",(806) 652-2765,(806) 652-2079,hcha@vexusfiber.net,(806) 292-1190,,hcha@vexusfiber.net,Standard Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),3/31,Low-Rent,20,20,20,19,0,19,95.0,0,20,19,100.0,34927,66712,0
TX286,Housing Authority of Memphis,"nan, Memphis, TX, 79245",(806) 259-2941,(806) 259-3497,rplains@valornet.com,(806) 259-2941,(806) 259-3497,rplains@valornet.com,High Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),3/31,Low-Rent,80,80,80,76,0,76,95.0,1,80,74,97.37000275,151741,246629,197439
WA026,Housing Authority City of Othello,"335 N 3rd Ave, Othello, WA, 99344",(509) 488-3527,(509) 488-9769,agomez@othellohousing.com,(509) 488-3527,(509) 488-9769,agomez@othellohousing.com,High Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),6/30,Low-Rent,55,55,55,55,0,55,100.0,0,55,55,100.0,90337,191221,214817
WA049,HA Of Thurston County,"1206 12th Ave SE, Olympia, WA, 98501",(360) 753-8292,(360) 586-0038,CraigC@hatc.org,(360) 918-5827,(360) 586-0038,craigc@hatc.org,,,2345,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",6/30,Section 8,0,0,0,0,1972,1972,84.08999634,0,2345,2230,100.0,0,0,0
MS057,Mississippi Regional Housing Authority No. VII,"909 Delaware Ave, McComb, MS, 39648",(601) 326-2404,(218) 316-7390,alice_bishop@mrha7.org,(601) 684-9503,(218) 316-7390,alice_bishop@mrha7.org,Standard Performer,MEDIUM LOW (100-299),1605,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",12/31,Combined,120,120,120,81,1536,1617,93.75,5,1725,1605,99.26000214,183573,411120,335045
OH027,Medina Metropolitan Housing Authority,"120 W Washington St Ste 1L, Medina, OH, 44256",(330) 725-7531,(330) 723-6546,mmha@mmha.org,(330) 273-9072,(330) 723-6546,skip@mmha.org,Standard Performer,,704,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),6/30,Section 8,0,0,0,0,636,636,90.33999634,0,704,632,99.37000275,0,0,0
AL107,HA ELBA,"1207 Claxton Ave N, Elba, AL, 36323",(334) 897-2737,(334) 897-3834,elbaha@elbahousing.org,(334) 897-2737,(334) 897-3834,elbaha@elbahousing.org,Standard Performer,MEDIUM LOW (100-299),119,MEDIUM LOW (100-299),MEDIUM LOW (100-299),6/30,Combined,125,125,125,123,103,226,92.62000275,2,244,225,99.55999756,249942,468751,402515
KY022,Housing Authority of Lebanon,"101 Hamilton Hts, Lebanon, KY, 40033",(270) 692-3481,(270) 692-1825,lebanonhouse@windstream.net,(270) 465-3576,(270) 465-2444,jhall@campbellsvillehousing.com,High Performer,MEDIUM LOW (100-299),75,SMALL (50-99),MEDIUM LOW (100-299),12/31,Combined,212,211,210,204,66,270,94.73999786,3,285,270,100.0,264676,583033,648475
MI118,East Jordan Housing Commission,"451 Water St, East Jordan, MI, 49727",(231) 536-2051,(231) 536-7751,ejhc@freeway.net,(231) 536-2051,(231) 536-7751,ejhc@freeway.net,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),12/31,Low-Rent,28,28,28,27,0,27,96.43000031,1,28,27,100.0,15375,39009,64696
MI047,Grayling Housing Commission,"308 Lawndale St, Grayling, MI, 49738",(989) 348-9314,(989) 344-0944,director@graylinghousing.com,(989) 348-9314,(989) 344-0944,director@graylinghousing.com,High Performer,SMALL (50-99),134,MEDIUM LOW (100-299),MEDIUM LOW (100-299),3/31,Combined,88,88,88,88,93,181,81.52999878,0,222,184,100.0,96675,164006,214763
KY101,Housing Authority of Irvington,"300 Hillview Dr, Irvington, KY, 40146",(270) 547-7648,(270) 547-4606,haet@windstream.net,(270) 765-2092,,haet@windstream.net,Substandard Financial,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),3/31,Low-Rent,36,36,36,35,0,35,97.22000122,1,36,35,100.0,51853,110748,100746
TX261,Housing Authority of Mason,"443 Creek St, Mason, TX, 76856",(325) 347-5853,(325) 347-5571,masonha@hctc.net,(325) 347-5853,(325) 347-5571,masonha@hctc.net,High Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),9/30,Low-Rent,50,50,50,50,0,50,100.0,0,50,50,100.0,69607,130023,126754
AL142,Housing Authority of the City of Newton,"134 Spring St, Newton, AL, 36352",(334) 299-3114,(334) 299-3395,cityofdaleville1@centurytel.net,(334) 714-9478,,headlandha@comcast.net,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),12/31,Low-Rent,33,33,33,33,0,33,100.0,0,33,33,100.0,70438,135460,87023
OH062,Miami Metropolitian Housing Authority,"1695 Troy Sidney Rd, Troy, OH, 45373",(937) 339-2111,(937) 339-8905,andriab@miamicac.org,(937) 335-7921,(937) 339-8905,andriab@miamicac.org,High Performer,MEDIUM LOW (100-299),991,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)",12/31,Combined,127,127,127,127,860,987,88.27999878,0,1118,967,97.97000122,198243,356341,0
TX162,Housing Authority of Clarendon,"nan, Clarendon, TX, 79226",(806) 874-2458,(806) 874-9062,clarendonha@yahoo.com,(806) 874-2458,(806) 874-9062,clarendonha@yahoo.com,Standard Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),3/31,Low-Rent,71,71,71,68,0,68,95.76999664,3,71,67,98.52999878,121038,218006,193613
LA090,Housing Authority of the City of Houma,"7491 Park Ave, Houma, LA, 70364",(985) 876-4755,(985) 876-6093,ngilton@hthousing.com,(985) 876-4755,,ngilton@hthousing.com,Standard Performer,MEDIUM HIGH (300-999),0,VERY SMALL (0-49),MEDIUM HIGH (300-999),9/30,Low-Rent,538,519,519,0,0,0,0.0,1,0,0,-4.0,1428119,2908808,1590725
TX188,Maud Housing Authority,"127 Main St, Maud, TX, 75567",(903) 628-2951,(903) 628-8001,cal.davis@nbhatx.org,(903) 276-7900,(903) 628-8001,cal.davis@netxproperties.org,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),12/31,Low-Rent,26,26,26,25,0,25,96.15000153,1,26,25,100.0,41744,80036,53920
OK069,Housing Authority of the Town of Clayton,"nan, Clayton, OK, 74536",(918) 569-4434,,,(918) 569-4434,,TWelker72CHA@outlook.com,Standard Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),6/30,Low-Rent,30,30,30,30,0,30,100.0,0,30,30,100.0,60020,120795,0
OK020,Housing Authority of the City of Coalgate,"51 Levy Anx, Coalgate, OK, 74538",(580) 927-2575,(580) 927-2440,coalgateha@att.net,(580) 927-2575,,coalgateha@att.net,Standard Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),12/31,Low-Rent,82,82,82,82,0,82,100.0,0,82,82,100.0,123977,234344,0
OK131,Housing Authority of the Kiamichi Electric Coop,"12321 SE 1023 Ave, Tuskahoma, OK, 74574",(918) 942-1031,(918) 942-1032,director@kiamichihousing.com,(918) 942-1031,,kecha911@yahoo.com,Standard Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),9/30,Low-Rent,130,130,130,113,0,113,86.93000031,5,130,113,100.0,231442,349194,0
OK068,Housing Authority of the City of Haileyville,"nan, Haileyville, OK, 74546",(918) 731-4296,,haileyvillehousing@gmail.com,(918) 731-4296,,haileyvillehousing@gmail.com,Standard Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),3/31,Low-Rent,22,22,22,20,0,20,90.91000366,0,22,17,85.0,33199,68844,55284
OK072,Housing Authority of the City of Hartshorne,"615 Wichita Ave, Hartshorne, OK, 74547",(918) 297-3270,,hartshornehousing2022@gmail.com,(918) 297-3270,,hartshornehousing2022@gmail.com,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),6/30,Low-Rent,44,44,44,39,0,39,88.63999939,1,44,39,100.0,60662,120638,107204
OK078,Housing Authority of the City of Krebs,"nan, Krebs, OK, 74554",(918) 423-4209,(918) 426-4252,krebshousing@sbcglobal.net,(918) 423-4209,(918) 426-4252,krebshousing@sbcglobal.net,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),9/30,Low-Rent,36,36,36,35,0,35,97.22000122,0,36,35,100.0,44715,82195,101974
LA086,Housing Authority of the City of DeRidder,"600 Warren St, Deridder, LA, 70634",(337) 463-7288,(337) 463-3671,dha600@bellsouth.net,(337) 463-7288,(337) 463-3671,dha600@bellsouth.net,High Performer,MEDIUM LOW (100-299),42,VERY SMALL (0-49),MEDIUM LOW (100-299),9/30,Combined,122,122,122,121,38,159,96.94999695,1,164,160,100.0,215650,400742,362772
OK124,Housing Authority of the City of Atoka,"80 W Cedar Cir, Atoka, OK, 74525",(580) 889-7311,(580) 889-7312,sisom@atokaha.com,(580) 889-7311,(580) 889-7312,sisom@atokaha.com,Standard Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),12/31,Low-Rent,121,121,121,120,0,120,99.18000031,1,121,120,100.0,188759,348929,333786
NE075,Indianola Housing Authority,"125 N 2nd St, Indianola, NE, 69034",(308) 364-2423,(308) 364-2621,iha@swnebr.net,(308) 345-3605,(308) 345-3243,mccookha@mccooknet.com,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),6/30,Low-Rent,25,23,23,19,0,19,82.61000061,4,23,19,100.0,27761,56264,0
NE125,North Platte Housing Authority,"900 Autumn Park Dr, North Platte, NE, 69101",(308) 534-4887,(308) 534-4896,accounting@npha.us,(308) 221-6276,(308) 534-4896,accounting@npha.us,Standard Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),12/31,Low-Rent,250,249,249,244,0,244,97.98999786,4,249,244,100.0,342692,729930,922501
LA261,Village of Fenton Housing Authority,"503 Elton Lemonia St, Fenton, LA, 70640",(337) 756-2664,(337) 756-2223,fentonha@gmail.com,,,,Troubled Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),12/31,Low-Rent,25,25,25,14,0,14,56.0,0,25,14,100.0,44433,83131,59231
NE086,Bayard Housing Authority,"501 E 6th St, Bayard, NE, 69334",(308) 586-1512,(308) 586-1100,bayard_hud@hotmail.com,(308) 586-1512,(308) 586-1512,Bayardha@outlook.com,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),3/31,Low-Rent,20,20,20,19,0,19,95.0,1,20,19,100.0,31806,66056,43457
TX510,Goliad Housing Authority,"360 N Fort St, Goliad, TX, 77963",(361) 645-2774,(361) 645-2188,HAOGTX@gmail.com,(361) 645-2774,(361) 645-2188,joanna@goliadha.org,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),9/30,Low-Rent,47,47,47,44,0,44,93.62000275,3,47,44,100.0,48577,116507,133061
TX395,Port Lavaca Housing Authority,"627 W George St Ofc 174, Port Lavaca, TX, 77979",(361) 552-8831,(361) 552-0902,taylor@tisd.net,(361) 552-8831,(361) 552-0902,taylor@tisd.net,High Performer,SMALL (50-99),105,MEDIUM LOW (100-299),MEDIUM LOW (100-299),6/30,Combined,50,50,50,48,82,130,83.87000275,2,155,141,100.0,91102,183551,0
AR095,Housing Authority of the City of Decatur,"578 N Main St, Decatur, AR, 72722",(870) 741-5522,(870) 741-9234,neal@nwregionalhousing.org,(870) 741-5522,(870) 741-9234,neal@nwregionalhousing.org,Standard Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),9/30,Low-Rent,0,0,0,0,0,0,0.0,0,0,0,-4.0,11939,11939,61125
TX085,Victoria Housing Authority,"4001 Halsey St, Victoria, TX, 77901",(361) 575-3682,(361) 580-3615,temerson@victoriahousing.org,(361) 575-3682,,temerson@victoriahousing.org,Standard Performer,MEDIUM HIGH (300-999),359,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),3/31,Combined,321,321,321,237,293,530,77.94999695,53,680,542,100.0,805311,1483783,950916
TX309,Cuero Housing Authority,"203 W Church St, Cuero, TX, 77954",(361) 275-6127,(361) 275-2839,esperanza.ortiz@sbcglobal.net,(361) 655-3223,(361) 275-2839,esperanza.ortiz@sbcglobal.net,High Performer,MEDIUM LOW (100-299),106,MEDIUM LOW (100-299),MEDIUM LOW (100-299),3/31,Combined,170,170,170,161,59,220,79.70999908,9,276,223,100.0,236864,443971,0
OK039,Housing Authority of the Town of Mangum,"525 E Lincoln St, Mangum, OK, 73554",(580) 782-3560,(580) 782-2456,ok039mangum@sbcglobal.net,(580) 706-0649,,ok039mangum@sbcglobal.net,High Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),9/30,Low-Rent,53,51,51,50,0,50,98.04000092,0,51,50,100.0,54473,101546,146099
OK108,Housing Authority of the Town of Mountain Park,"nan, Mountain Park, OK, 73559",(580) 569-2868,(580) 569-4475,mphaok@yahoo.com,(580) 569-2868,,cha026@yahoo.com,Standard Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),9/30,Low-Rent,16,16,16,16,0,16,100.0,0,16,16,100.0,24653,50348,46867
AR122,Housing Authority of the City of Yellville,"PO Box 426, Yellville, AR, 72687",(870) 449-4120,(870) 449-6305,mkaysmith91@yahoo.com,(870) 449-4120,(870) 449-6305,mkaysmith91@yahoo.com,Substandard Financial,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),3/31,Low-Rent,24,24,24,24,0,24,100.0,0,24,24,100.0,28531,50255,65367
TX064,Alamo Housing Authority,"309 N 9th St, Alamo, TX, 78516",(956) 787-2352,(956) 781-8886,mvela@alamoha.com,(956) 787-2352,(956) 781-8886,mvela@alamoha.com,High Performer,VERY SMALL (0-49),123,MEDIUM LOW (100-299),MEDIUM LOW (100-299),9/30,Combined,120,120,44,42,119,161,96.41000366,2,167,162,100.0,44629,88213,0
TX290,Housing Authority of Strawn,"nan, Strawn, TX, 76475",(254) 672-5525,,strawnha@sbcglobal.net,(254) 672-5525,,strawnha@sbcglobal.net,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),3/31,Low-Rent,20,20,20,20,0,20,100.0,0,20,20,100.0,22392,47904,53083
TX325,Housing Authority of Throckmorton,"406 W High St, Throckmorton, TX, 76483",(940) 849-6921,(940) 849-6023,throckhousing@windstream.net,(940) 849-6921,(940) 849-6023,throckhousing@windstream.net,Standard Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),3/31,Low-Rent,32,32,32,30,0,30,93.75,2,32,17,56.66999817,37243,33421,77680
LA231,Housing Authority of the Town of Iowa,"603 N Park Dr, Iowa, LA, 70647",(337) 582-6730,(337) 582-3280,iha231603@gmail.com,(337) 582-6730,(337) 582-3280,Iha231603@gmail.com,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),9/30,Low-Rent,0,0,0,0,0,0,0.0,0,0,0,-4.0,6365,6365,175822
LA069,Housing Authority of the Town of Kinder,"514 1/2 S 17th St, Kinder, LA, 70648",(337) 738-2077,(337) 738-2079,sylvia_manuel01@yahoo.com,(337) 738-2077,(337) 738-2079,sylvia_manuel01@yahoo.com,Standard Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),12/31,Low-Rent,88,88,88,82,0,82,93.18000031,1,88,82,100.0,179654,292284,0
AR074,Housing Authority of the City of Salem,"282 Circle Dr, Salem, AR, 72576",(870) 895-3098,(870) 895-3268,Salemar074@gmail.com,(870) 371-4078,,elvanoven@hotmail.com,High Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),12/31,Low-Rent,50,50,50,48,0,48,96.0,1,50,48,100.0,65124,157008,122659
OK149,Housing Authority of the City of Pauls Valley,"300 Melville Dr, Pauls Valley, OK, 73075",(405) 238-7507,(405) 238-5856,paulsvalleyhousingauthority@yahoo.com,(405) 238-7507,(405) 238-5856,paulsvalleyhousingauthority@yahoo.com,High Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),3/31,Low-Rent,61,61,61,52,0,52,85.25,8,61,50,96.15000153,59655,109898,155896
AR210,Drew County Public Facilities Board,"444 Highway 425 N, Monticello, AR, 71655",(870) 367-3973,(870) 367-2392,dcpfb@sbcglobal.net,(870) 367-3973,(870) 367-2392,dcpfb@sbcglobal.net,,,267,MEDIUM LOW (100-299),MEDIUM LOW (100-299),9/30,Section 8,0,0,0,0,247,247,92.51000214,0,267,253,100.0,0,0,0
TX222,Housing Authority of Crockett,"186 E Fannin Ave, Crockett, TX, 75835",(936) 544-2057,(936) 544-0546,courtneyy@crockettha.com,(936) 544-2057,,courtneyy@crockettha.com,Standard Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),3/31,Low-Rent,278,278,278,268,0,268,96.40000153,2,278,267,99.62999725,500927,933721,773457
LA002,HOUSING AUTHORITY OF SHREVEPORT,"2500 Line Ave, Shreveport, LA, 71104",(318) 698-3600,(318) 221-2579,administrativeoffice@hacsla.com,(318) 698-3646,,administrativeoffice@hacsla.com,Standard Performer,MEDIUM LOW (100-299),4017,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",9/30,Combined,140,140,110,77,2549,2626,63.63000107,33,4127,2661,100.0,261992,493739,1824829
AR102,Housing Authority of the City of Coal Hill,"605 Buster St, Coal Hill, AR, 72832",(479) 497-1666,(479) 497-1666,coalhillHA.102@gmail.com,(479) 497-1666,(479) 497-1666,coalhillHA.102@gmail.com,Standard Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),9/30,Low-Rent,20,20,20,19,0,19,94.98999786,1,20,17,89.48000336,30496,57954,49241
LA213,Webster Parish Police Jury,"208 Gleason St, Minden, LA, 71055",(318) 377-7022,(318) 377-2870,wpcs1@wpocs.org,(318) 377-7022,(318) 377-2870,wpcs1@wpocs.org,,,177,MEDIUM LOW (100-299),MEDIUM LOW (100-299),12/31,Section 8,0,0,0,0,152,152,85.87999725,0,177,153,100.0,0,0,0
LA108,Housing Authority of the Town of Oil City,"126 N Dickey St, Oil City, LA, 71061",(318) 995-6669,(318) 995-5348,jathawks0911@gmail.com,(318) 995-6669,(318) 995-5348,jathawks0911@gmail.com,High Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),9/30,Low-Rent,78,78,78,78,0,78,100.0,0,78,78,100.0,119121,206191,206737
